username,created_at,lng,lat,text,,,,,,
Anirudh02907859, Wed Jan 27 02:05:23 +0000 2021,83.395746,21.86799, @DrDineshSingh1 ऊँ श्री गणेशाय नमः 🙏🙏 शुप्रभातम् जी ,,,,,,
DELHIWARISKHAN1, Wed Jan 27 02:05:23 +0000 2021,80.867555,27.139758, Bahut bura .... Kisan or jawan dono hmare hi hain ..... Rajniti ne sab bigad diya .... ,,,,,,
RajuKum12809893, Wed Jan 27 02:05:23 +0000 2021,72.912154,20.933605, गुंडे है ऐ सब ,,,,,,
AnsariirfanAns6, Wed Jan 27 02:05:26 +0000 2021,72.874244,19.17414, @Ayatfat71 @__Pakistan Walequmassalam worehmaitullhi wo baraqatohu ,,,,,,
TheNameIsManu4, Wed Jan 27 02:05:26 +0000 2021,84.13302,28.39085, आज एक बर्ष भय छ  नेपाल मा 🙄एक जना मा कोरोना देखियको #COVIDー19 ,,,,,,
INDRAJE17529912, Wed Jan 27 02:05:27 +0000 2021,84.901763,25.466477, 🌅 #GodMorningWednesdayकबीर,स्वांस उस्वांस में नाम जपो, व्यर्था स्वांस मत खो।ना जाने इस स्वांस को, आवन हो कि न… https://t.co/s0wiXH7LGm ,,,
chhayameena75, Wed Jan 27 02:05:27 +0000 2021,76.074355,23.005071, @asharamjibapu_ 🌹है मेरे नाथ गुरु देव🌹                                            🥺आपकी बन्दगी मेरी जिन्दगी,… https://t.co/0rjV7V9R0y ,,,,,
NzPrabhu, Wed Jan 27 02:05:29 +0000 2021,76.319629,15.029557, All foreign Khalistani protestors from yesterday, their passport details noted, n expelled. They shd be declared Persona Non Grata ,,,,
AlageshMec14, Wed Jan 27 02:05:31 +0000 2021,78.2373,11.723148, @Vihashini13 https://t.co/qANSYGb1a4 ,,,,,,
s4saravv, Wed Jan 27 02:05:32 +0000 2021,78.289703,10.81879, @RamTwitss Profit லா எப்போவோ வந்துடுச்சி பிப்ரவரில இருந்து நிறைய படம் ரிலீஸ் ஆகுது பார்ப்போம் ,,,,,,
HarshilGandhi, Wed Jan 27 02:05:32 +0000 2021,77.695924,12.797378, @ramande29421592 Bootlicker of your Chocolate boy @JustinTrudeau  and his khalistani puppet  @theJagmeetSingh  will… https://t.co/3HbQaDXmf8 ,,,,,,
Pra_win_pspk143, Wed Jan 27 02:05:33 +0000 2021,78.483943,17.431465, Gd mrg 😎Ekkada fan of power star #Attitude Kaa Bap..... #Mood https://t.co/GRcwIMnuBp ,,,,,,
bhaigadepuru, Wed Jan 27 02:05:33 +0000 2021,73.910077,18.508161, @malloryranahan @CMX @salesforce Congratulations @malloryranahan 🎉🎊🙂 ,,,,,,
Madan1242, Wed Jan 27 02:05:33 +0000 2021,78.598259,17.365103, Bagundhi Song https://t.co/BaMcFhs3tg ,,,,,,
sazographics, Wed Jan 27 02:05:34 +0000 2021,75.968184,22.671482, @StudioParalleI 1year , and i love making Logos and thumbs ,,,,,
Sandeep55223259, Wed Jan 27 02:05:36 +0000 2021,80.167311,26.152726, @NirmaanIndia_ Done #competition #giveaway #win #contest #winner #follow #art #instagram #photography #like… https://t.co/eGLZH5ADDk ,,,,,,
HemantK53754541, Wed Jan 27 02:05:36 +0000 2021,80.867555,27.139758, Lnd ,,,,,,
Dharmen73591747, Wed Jan 27 02:05:36 +0000 2021,82.321703,20.948127," #EyeWitnessOfGod       ""जब आदरणीय दादू जी 7 वर्ष के थे तब परमात्मा कबीर साहेब जी से आकर मिले थे।तब उसने कहा था"," ""… https://t.co/ix1cilxGwo ",,,,,
TheNameIsManu4, Wed Jan 27 02:05:39 +0000 2021,84.13302,28.39085, @WraeeHiron @Cj4yjiZ @Rajin19398199 @Kunti2K @paudel_tek @SuvamKoirala2 @SiiHAJPprHgh6jD @thakur115808041… https://t.co/PD4it3ZhcX ,,,,,,
Shamdani10, Wed Jan 27 02:05:39 +0000 2021,81.711424,19.123061, Happy Republic day n Happy Birthday to me https://t.co/rRuBhxKSDy ,,,,,,
AlageshMec14, Wed Jan 27 02:05:39 +0000 2021,78.2373,11.723148, @prakashthanga31 https://t.co/g6FjNIqX7h ,,,,,,
DKSINGHYADAV6, Wed Jan 27 02:05:41 +0000 2021,80.867555,27.139758, Please save Gujarat NRE and allow it to contribute for make in India and AtmaNirbhar Bharat.#savegujaratnre… https://t.co/Ks2uM5hKNt ,,,,,,
PramodDhuldhar1, Wed Jan 27 02:05:42 +0000 2021,73.910077,18.508161, GD. !! https://t.co/fgcJmTdOTY ,,,,,,
Ramnara16760062, Wed Jan 27 02:05:42 +0000 2021,85.811298,25.904119, @sinha2300 हरि ऊं ,,,,,,
gjptimothy, Wed Jan 27 02:05:44 +0000 2021,83.267721,17.725196, కనికరముగలవారు ధన్యులు; వారు కనికరము పొందుదురు.మత్తయి 5:7 TELOV-BSI https://t.co/56fbTBqzCi ,,,,,,
AlageshMec14, Wed Jan 27 02:05:45 +0000 2021,78.2373,11.723148, @Lavanya_Offcl https://t.co/bGbHm2TUV8 ,,,,,,
filmy_foodie, Wed Jan 27 02:05:48 +0000 2021,72.874244,19.17414, @GulPanag Gul please stop this ridiculous defense of anarchists...Did the Govt provoke farmers by having 11 rounds… https://t.co/eLhqoDlxmC ,,,,,,
saman_warring, Wed Jan 27 02:05:50 +0000 2021,73.87756,26.628415, #PeacefulProtestContinues https://t.co/ocj5YrJJTT ,,,,,,
SeetaramVishw14, Wed Jan 27 02:05:51 +0000 2021,78.440767,23.304049, @rakshagou https://t.co/3Nm0QTy8vY ,,,,,,
s4saravv, Wed Jan 27 02:05:52 +0000 2021,78.289703,10.81879, @RjAadhi2point0 👍 ,,,,,,
Amankum25715450, Wed Jan 27 02:05:53 +0000 2021,86.520786,25.22269, @NaziaCh_313 absolutely correct statement 👌👌 ,,,,,,
Piyush25085836, Wed Jan 27 02:05:53 +0000 2021,77.470123,23.163355, @aajtak @ndtv @htTweets @timesofindia @TimesNow @BT_India @business @ANI @PTI_News Ye dekhiye ... Download and up… https://t.co/hPl30CSrN1 ,,,,,,
bjp_kksingh, Wed Jan 27 02:05:54 +0000 2021,84.845167,24.680211, शुभ प्रभातमईमानदारी और चरित्र दोनों बहुत कीमती उपहार हैं। इसलिए हर किसी से इसकी उम्मीद नहीं करनी चाहिए क्योंकि हर… https://t.co/JFKHYhdJM4 ,,,,,,
TheNameIsManu4, Wed Jan 27 02:05:54 +0000 2021,84.13302,28.39085, @Iamsapanasah @WraeeHiron @Cj4yjiZ @Rajin19398199 @Kunti2K @paudel_tek @SuvamKoirala2 @SiiHAJPprHgh6jD… https://t.co/4RbmtUgum7 ,,,,,,
Anirudh02907859, Wed Jan 27 02:05:54 +0000 2021,83.395746,21.86799, @Vishamb78479708 @RajeshDrone ऊँ गण गण गणपतये नमः सुबह की राम राम जी भैया 🙏🙏 ,,,,,,
abhijit_dan, Wed Jan 27 02:05:55 +0000 2021,72.8764,19.0627, Just posted a photo @ Mumbai, Maharashtra https://t.co/cgg9Rsk7Hk ,,,,,
kishore50907714, Wed Jan 27 02:05:56 +0000 2021,78.598259,17.365103, ఈరోజు మన శిబిరం నదు  రాష్ట్రానికి ఏకైక రాజధాని అమరావతి ఉండాలని ఎంతో గొప్ప సంకల్పంతో లక్ష్మీ గణపతి హోమం జరుప బడుచు… https://t.co/8WJ6TBnDYc ,,,,,,
GirishMakar, Wed Jan 27 02:05:59 +0000 2021,76.319629,15.029557, ರಾಷ್ಟ್ರ ರಾಜಧಾನಿಯಲ್ಲಿ   ಗೂಂಡಾಗಳು ರೈತರ ಹೆಸರಿನಲ್ಲಿ ರಾಷ್ಟ್ರ ದ್ವಜಕ್ಕೆ ಅಪಮಾನ ಮಾಡುತ್ತಿದ್ದಾರೆ🔥😡😠 https://t.co/BcmAcKMSUF ,,,,,,
Gourish26888571, Wed Jan 27 02:06:00 +0000 2021,72.874244,19.17414, @WHOMI85625575 @jtnladakh Agar 12 baje se hoti to kya police flower se sawagat karti kya,wo wohi karti jo uske Mali… https://t.co/DEz6unjXTN ,,,,,
JosephRaviG2, Wed Jan 27 02:06:00 +0000 2021,77.096958,12.151652, https://t.co/HIFEgnEIJ5 ,,,,,,
buddhitonk, Wed Jan 27 02:06:01 +0000 2021,75.782867,26.245841, @seemabadiyasar @pantlp ले ले  6 दिसंबर की है 26 जनवरी की देख लेना ट्विटर अकाउंट से https://t.co/vGRG9S50zB ,,,,,,
AjayCha64956143, Wed Jan 27 02:06:02 +0000 2021,85.880539,22.818388, @ShilpiSinghINC गुजरात तो दूर अब दिल्ली से निकल कर दिखाये ये कुत्ता ख़ालिस्तानी लोग ,,,,,,
MAswini83, Wed Jan 27 02:06:03 +0000 2021,77.558448,12.923115, @NikkiKohli7 @RubikaLiyaquat We respect the flags of any community but still it's not expecting from a educated and… https://t.co/neIYt83LVQ ,,,,,,
AnsariirfanAns6, Wed Jan 27 02:06:04 +0000 2021,72.874244,19.17414, @Tariqabbasi0 @InnocenT_L00K Walequmassalam worehmaitullhi wo baraqatohu ,,,,,,
VishnuM42507954, Wed Jan 27 02:06:04 +0000 2021,73.87756,26.628415, @Diljitdosanjhi @RubikaLiyaquat Good sir ji ,,,,,,
PritiSr01869946, Wed Jan 27 02:06:06 +0000 2021,82.453125,24.934993, @ANANDPR14651159 जय हो महाकाल की । ,,,,,,
JosephRaviG2, Wed Jan 27 02:06:08 +0000 2021,77.096958,12.151652, https://t.co/nMaY9rFXD1 ,,,,,,
Rajnika20050391, Wed Jan 27 02:06:08 +0000 2021,86.132426,25.417144, @ManojMehtamm @DyolSingh झंडा फहराने वाला दीप सिद्धु बीजेपी का कार्यकर्ता निकला! https://t.co/Q5KRlDJEjp ,,,,,,
HarshilGandhi, Wed Jan 27 02:06:09 +0000 2021,77.695924,12.797378, @ramande29421592 Make canada Khalistan and Toronto it's capital ,,,,,,
AlageshMec14, Wed Jan 27 02:06:09 +0000 2021,78.2373,11.723148, @Ushadevi690419 https://t.co/O3OqPkcGMu ,,,,,,
Anirudh02907859, Wed Jan 27 02:06:12 +0000 2021,83.395746,21.86799, @shambhupsoni सादर प्रणाम जी आदरणीय 🙏🙏 ,,,,,,
kiranraghu, Wed Jan 27 02:06:13 +0000 2021,78.385285,17.395038, This thread ,,,,,,
CollectionsEsn, Wed Jan 27 02:06:15 +0000 2021,76.40706,10.7374, Just posted a photo @ Handloom Weavers Kuthampully https://t.co/Op6kzT5WYB ,,,,,,
PrakashDass00, Wed Jan 27 02:06:15 +0000 2021,78.289703,10.81879, समस्त क्षेत्रवासियों को पुसपुनी छेरछेरा पर्व की हार्दिक बधाई एवं शुभकामनाएं!#पुसपुनी_पर्व https://t.co/z0ZFDdK0R6 ,,,,,,
AlageshMec14, Wed Jan 27 02:06:15 +0000 2021,78.2373,11.723148, @imkayalsai https://t.co/yeAbd83cZ1 ,,,,,,
SrirangamRaghu1, Wed Jan 27 02:06:17 +0000 2021,78.672596,10.779323, @Saru81589968 🙏🙏 ,,,,,,
JosephRaviG2, Wed Jan 27 02:06:17 +0000 2021,77.096958,12.151652, https://t.co/DMWJIxhXJW ,,,,,,
SANTOSH02343637, Wed Jan 27 02:06:17 +0000 2021,72.789105,21.171369, @MamataOfficial आपके कर्म खोटे हैं जो कर्म कांग्रेस ने किया वह डीएनए आप में है जनता जिस दिन तमाचा मारती है उस दिन न… https://t.co/E0YhkmQpeS ,,,,,,
AnsariirfanAns6, Wed Jan 27 02:06:18 +0000 2021,72.874244,19.17414, @MeHoorAin Walequmassalam worehmaitullhi wo baraqatohu ,,,,,,
AlageshMec14, Wed Jan 27 02:06:21 +0000 2021,78.2373,11.723148, @_iniyal_Twitz_ https://t.co/qmmHcCbfo0 ,,,,,,
aukaat_may_raho, Wed Jan 27 02:06:23 +0000 2021,68.889159,26.116357, @shama_said_so_  dekh lo ,,,,,,
JosephRaviG2, Wed Jan 27 02:06:24 +0000 2021,77.096958,12.151652, https://t.co/nqrJaJdFCM ,,,,,,
teju_meghwanshi, Wed Jan 27 02:06:24 +0000 2021,72.535174,23.236947, @True_Indian8 @iamsunnydeol श्रीमान आपकी सोच ऐसी है कम से कम इस जगह तो आप एक दूसरों पर कीचड़ उछालना बंद कीजिए हमारे देश के इज्जत का सवाल है ,,,,,,
S9590652191, Wed Jan 27 02:06:25 +0000 2021,77.682164,13.3719, Just posted a photo @ Nandi Hills, India https://t.co/k3eJuJiBy5 ,,,,,
Ethiraj25048473, Wed Jan 27 02:06:26 +0000 2021,78.941172,12.960325, @kangeyan50 @Aathiraj8585 @JothilingamK9 @neelavannan_v @subramaniangood @RAKESH48763046 @saattooran… https://t.co/H2ZN2230qA ,,,,,,
NawabzadaBugti, Wed Jan 27 02:06:28 +0000 2021,65.563742,28.480329, @ZGWUpdates @zartajgulwazir حالات کو دیکھ کر لگتا ھے کہ استعفے کبھی نہیں دینگے ,,,,,,
VijayGurjar1193, Wed Jan 27 02:06:32 +0000 2021,73.87756,26.628415, @AnupamPKher ये सन्नी देओल का एजेंट है। https://t.co/IuxXRNUDjh ,,,,,,
AlageshMec14, Wed Jan 27 02:06:32 +0000 2021,78.2373,11.723148, @_iniyal_Twitz_ https://t.co/nSxJPuVQJF ,,,,,,
PritiSr01869946, Wed Jan 27 02:06:33 +0000 2021,82.453125,24.934993, @Manju_283 जय हो गजानन की । ,,,,,,
karn_madhavi, Wed Jan 27 02:06:33 +0000 2021,70.077548,23.119935, @DrManishKumar1 यह हमारी सरकार की महा नाकामी  है कि इनलोगों ने लाल किले पर झंडा फहराने वाले को  गोली क्यों नहीं मर… https://t.co/cx7Ef7y9M2 ,,,,,,
anant1995tiwari, Wed Jan 27 02:06:33 +0000 2021,73.87756,26.628415, कुत्ता था कुत्ते की मौत मर गया साला। ,,,,,,
Rajnika20050391, Wed Jan 27 02:06:33 +0000 2021,86.132426,25.417144, @tusharcosmoo_g झंडा फहराने वाला दीप सिद्धु बीजेपी का कार्यकर्ता निकला! https://t.co/8WKjxm3zAa ,,,,,,
KSMB77, Wed Jan 27 02:06:34 +0000 2021,77.556422,13.075209, @SagarKCult @Proud_SUDEEPian @KicchaSudeep Dagar hesru tagibeda belkaratge mood off agutte… https://t.co/PdQa9jgPcr ,,,,,,
RavindraKanher1, Wed Jan 27 02:06:36 +0000 2021,77.558448,12.923115, किसान आन्दोलन मे कुछ तत्व प्रारंभ से ही समझौता नही चाहते थे केवल अराजकता फेला ना ही उद्देश्य था, जो राज ,दल किसान… https://t.co/cVjTnac6hH ,,,,
Abhishekramvan2, Wed Jan 27 02:06:37 +0000 2021,77.558448,12.923115, @AnupamPKher Ye sab kisan nhi, ye to kuch or h ,,,,,
AtarPatel29, Wed Jan 27 02:06:38 +0000 2021,73.87756,26.628415, @SantoshMeena_ https://t.co/cuFlN3iYr2 ,,,,,,
AnsariirfanAns6, Wed Jan 27 02:06:38 +0000 2021,72.874244,19.17414, @SajjadA46 @im_0_o_ Walequmassalam worehmaitullhi wo baraqatohu ,,,,,,
ManharChauhan15, Wed Jan 27 02:06:38 +0000 2021,73.047288,22.585653, @ShiikhaSingh so nice ,,,,,,
karn_madhavi, Wed Jan 27 02:06:42 +0000 2021,70.077548,23.119935, @pradip103 प्रदीपजी, यह हमारी सरकार की महा नाकामी  है कि इनलोगों ने लाल किले पर झंडा फहराने वाले को  गोली क्यों न… https://t.co/h1sbwVQdvX ,,,,,
neha_yadav_1947, Wed Jan 27 02:06:43 +0000 2021,80.867555,27.139758, @THEGOGAI Follow back बड़े भैया 🇮🇳🙏🙏🙏 ,,,,,,
RudraaMajhi, Wed Jan 27 02:06:44 +0000 2021,84.440852,20.188653, @Annu556 🙏 ,,,,,,
CollectionsEsn, Wed Jan 27 02:06:45 +0000 2021,76.40706,10.7374, Just posted a photo @ Handloom Weavers Kuthampully https://t.co/eu3LlvVwYb ,,,,,,
Anirudh02907859, Wed Jan 27 02:06:45 +0000 2021,83.395746,21.86799, @N_Modiya 🙏🙏 जय श्रीराधे जी 🙏🙏 ,,,,,,
kishore50907714, Wed Jan 27 02:06:45 +0000 2021,78.598259,17.365103, అమరావతి పరిరక్షణ కోసం శ్రీ విద్యా మహాయజ్ఞం జరిగింది, అమరావతి లోని శైవ క్షేత్రంలో  మహా పూర్ణాహుతి  కార్యక్రమం జరిగిం… https://t.co/Xxk0wTsSLW ,,,,,
Selvaku45762599, Wed Jan 27 02:06:46 +0000 2021,78.143349,9.963089, @sankariofficial அதென்ன...குற்றால அருவியா?!? ,,,,,,
RajnishDala, Wed Jan 27 02:06:48 +0000 2021,80.867555,27.139758, @JagranNews Nirav modi v any bade bank defaulter ka name bhi sarvjanik kariye v kadi karvai karaiye. ,,,,,,
YogendraChhet14, Wed Jan 27 02:06:50 +0000 2021,75.922272,10.913383, जिन्दगी अरुले देख्दा मोज छ आफू ले देख्दा विजोग छ।    शुभ विहानी 😑😑😑 ,,,,,,
vijayuttaradi, Wed Jan 27 02:06:53 +0000 2021,79.420286,13.628278, @vijayuttaradi @RaashiKhanna @sakshicinema @@acter #vijayuttaradi https://t.co/IaQB9Yk3bw ,,,,,,
abhikabhi14, Wed Jan 27 02:06:59 +0000 2021,73.910077,18.508161, @AudreyTruschke Your heart is as Ugly and Filthy as Your Face ,,,,,,
HassanSwamy, Wed Jan 27 02:07:00 +0000 2021,76.129486,13.01387, @hiharveen @IamYasif Yes  !   this tractor Driver wants to hit the police barricade meanwhile  tractor overturned a… https://t.co/0WUAqpfsHk ,,,,,,
AbhishekSTV, Wed Jan 27 02:07:01 +0000 2021,80.867555,27.139758, सरल, सहज व्‍यक्तित्‍व के धनी, भारतीय स्‍वतंत्रता संग्राम सेनानी एवं भारत के पूर्व राष्ट्रपति रामस्वामी वेंकटरमण जी… https://t.co/nHXG4388tv ,,,,
b_khoji, Wed Jan 27 02:07:02 +0000 2021,73.87756,26.628415, पन्त साहब केवल चौबीस घंटे किसानों के साथ इस सर्दी मे खुले आसमान के नीचे सडक पर अपने अधिकार के लिए खड़ा रहकर बता दी… https://t.co/vphak730it ,,,,,,
ManojMo17032160, Wed Jan 27 02:07:03 +0000 2021,84.440852,20.188653, Thanks to glory of international foundation trust for this honor. Special thanks to Kharabel Aier. I want to thank… https://t.co/ABEjxYeeWU ,,,,,,
Anirudh02907859, Wed Jan 27 02:07:05 +0000 2021,83.395746,21.86799, @Krishna108kk1 🙏🙏 ऊँ गं गणपतये नमः 🙏🙏 ,,,,,,
abhinav_gkp, Wed Jan 27 02:07:07 +0000 2021,72.91801,19.377516, अब गुंडों की पहचान आसान,गरम की जायेंगीं, तशरीफ़ें,चुन चुन कर।गुंडागर्दी का अंत, तुरंत,कहता है, भारत। 
BarunBose13, Wed Jan 27 02:07:07 +0000 2021,81.358745,21.158141, @Sunilsh32640883 Duniya jhookti hai,jhukanewala hona chahiye.Captain Amrinder Singhji is silent when his farmers ar… https://t.co/lHaFRWhyzJ ,,,,,
HemuParuchuri, Wed Jan 27 02:07:10 +0000 2021,79.261047,13.596587, @TarakDhoni79 🙄 ,,,,,,
Brahmasmi9, Wed Jan 27 02:07:10 +0000 2021,73.884382,18.520764, #ArrestYogendraYadav ,,,,,,
mohitbharatiya_, Wed Jan 27 02:07:11 +0000 2021,72.874244,19.17414, यह देश का किसान नहीं हो सकता ! https://t.co/xwcmtyqsGz ,,,,,,
KOVILAMPOONDY, Wed Jan 27 02:07:13 +0000 2021,78.289703,10.81879, Do you remember when you joined Twitter? I do! #MyTwitterAnniversary வாழ்த்துக்கள் https://t.co/LT8bfEwwrH ,,,,,,
naraindinesh, Wed Jan 27 02:07:13 +0000 2021,73.180515,22.276914, @AamAadmiParty @INCIndia @NCPspeaks ये मुगल साम्राज्य के समय के बच्चे हुए गुलाम https://t.co/MnV34Pk16V ,,,,,,
iiirdi, Wed Jan 27 02:07:13 +0000 2021,78.465094,17.388649, @kishanreddybjp why's that people are not using the #Toilet but stopping there and defacing the roadsides because t… https://t.co/kz7bUWbkTd ,,,,,,
LalitKumarJha16, Wed Jan 27 02:07:20 +0000 2021,85.385683,23.360435, @TOIIndiaNews Stop drama Mr.Decoit,Kishan andolan is exposed now. You people are labelled as terrorist. ,,,,,
DINESHN19647894, Wed Jan 27 02:07:21 +0000 2021,83.076013,21.585339, @ROBRAIPUR 🌾🌾🌾🌾🌾🌾🌾🌾🌾🌾🌾🌾फसल कटाई के पश्चात मनाए जाने वाले पर्व छेर छेरा की आप सभी को हार्दिक बधाई एवं शुभकामनाएं… https://t.co/Mdllt7aYYg ,,,,,,
Anirudh02907859, Wed Jan 27 02:07:22 +0000 2021,83.395746,21.86799, @MohanUniyal4 जय श्री गणेश जी भैया शुप्रभातम् जी 🙏🙏 ,,,,,,
AnsariirfanAns6, Wed Jan 27 02:07:22 +0000 2021,72.874244,19.17414, @Kiranroshni4 Walequmassalam 🌷 wo rehmetullhahi wo baraqatohu wo magfiratohu ,,,,,,
CollectionsEsn, Wed Jan 27 02:07:23 +0000 2021,76.40706,10.7374, Just posted a photo @ Handloom Weavers Kuthampully https://t.co/ZpeA39jtQe ,,,,,,
ZuberBeg15, Wed Jan 27 02:07:24 +0000 2021,76.771244,18.817911, @AtharAl11150893 کیونکہ اس کا برا وقت شروع ہو جاتا ہے🍎 ,,,,,,
sazographics, Wed Jan 27 02:07:29 +0000 2021,75.968184,22.671482, @CreativeGrenade @AS__VISUAL ,,,,,,
neha_yadav_1947, Wed Jan 27 02:07:29 +0000 2021,80.867555,27.139758, @Manju_283 Follow back to dedo बहना 🇮🇳🙏🙏🙏 ,,,,,,
NaTaraJ_21, Wed Jan 27 02:07:30 +0000 2021,79.721519,11.903801, Prime trailer 😂 ,,,,,,
manishrj, Wed Jan 27 02:07:31 +0000 2021,77.558448,12.923115, @Babu_Bhaiyaa @narendramodi @AmitShah I don't feel safe anymore when a few people can hold the nation on ransom and… https://t.co/8iYe3T7QxK ,,,,,,
AjayCha64956143, Wed Jan 27 02:07:33 +0000 2021,85.880539,22.818388, @RajatSharmaLive माफ़ी नहीं गोली मारो इन कुत्तो को sir ,,,,,,
artofmyoptimus, Wed Jan 27 02:07:33 +0000 2021,77.558448,12.923115, Yesterday was #republicday in #incredibleIndia 😎🤘🏽 I write about it from my mind ☺️_#downsyndrome #artofmyoptimus… https://t.co/dPnYbhWY9o ,,,,,,
Dharmakawade, Wed Jan 27 02:07:34 +0000 2021,77.151332,19.725498, @aajtak @sardanarohit ये किसान नही तेरे जैसे ही भाजपा के दलाल हैं | ,,,,,,
NawabzadaBugti, Wed Jan 27 02:07:35 +0000 2021,65.563742,28.480329, @HamidMirPAK سلامت رہو میر صاحب ❤@HamidMirPAK ,,,,,,
lovelyv1597, Wed Jan 27 02:07:38 +0000 2021,70.85468,22.92671, ഇപ്പോൾ @ Kerala, God's Own Country https://t.co/5CXZYSAgHG എന്നതിൽ ഒരു ഫോട്ടോ പോസ്‌റ്റുചെയ്‌തു ,,,,,
lath_007, Wed Jan 27 02:07:41 +0000 2021,83.623174,21.339002, @AnupamPKher Khalistan ka hai sir! ,,,,,,
HrushikeshNand8, Wed Jan 27 02:07:41 +0000 2021,82.584181,19.938705, Hello sir Good morning Meri Name Hrushikesh Nanda Hai Sir meri KYC complete Hai Fir PF nikal jata hun to ek problem… https://t.co/pC6ZIANmxO ,,,,,,
Narendr60910303, Wed Jan 27 02:07:42 +0000 2021,72.636678,22.980927, Let's #TouchTheSkies . Happy #RepublicDay .🙏 ,,,,,,
3eabe24b1b374dd, Wed Jan 27 02:07:42 +0000 2021,83.983389,24.93897, लाल किले पर जिस तरह अन्नदाता में तांडव मचाया ऐसे अन्नदाताओं का अन्न खाने से भूखा रहना पसंद करुंगा ,,,,,,
MukulRPathak1, Wed Jan 27 02:07:45 +0000 2021,80.867555,27.139758, सरकार को ये भाड़े वाले किसान के साथ कोई भी समझौता नही करना चाहिए। असली किसान को तो कोई आपत्ति नही है।ये सब देश को… https://t.co/rupcGWl5T7 ,,,,,,
chandrumrathod, Wed Jan 27 02:07:45 +0000 2021,77.560289,12.970214, #ನನ್ನ_ಈ_ಸ್ಥಿತಿಗೆ_ನೀನೆ_ಕಾರಣ#ಗದಗ ಜಿಲ್ಲೆಯ #ತೋಟಗಂಟಿ ಗ್ರಾಮದ #ಸರ್ಕಾರಿಶಾಲೆಯ ಆವರಣದಲ್ಲಿ ಕಂಡು ಬಂದ ಚಿತ್ರಣ @ Karnataka https://t.co/gmcC0L4I0c ,,,,,,
rajnature1st, Wed Jan 27 02:07:45 +0000 2021,72.874244,19.17414, Save Delhi #delhi #AirPollution #AirQuality #SAFAR ,,,,,,
Sivakum51008820, Wed Jan 27 02:07:46 +0000 2021,78.143349,9.963089, @Sugandhi_sex காசு taran ,,,,,,
Tamil65283970, Wed Jan 27 02:07:46 +0000 2021,78.289703,10.81879, @Dangarkarthik காலை வணக்கம்...#Valimai #ThalaAjith ,,,,,,
AnsariirfanAns6, Wed Jan 27 02:07:46 +0000 2021,72.874244,19.17414, @jawwad9900 @itxMuskan1 Walequmassalam worehmaitullhi wo baraqatohu ,,,,,,
anandks1810, Wed Jan 27 02:07:46 +0000 2021,80.346063,26.405874, @AnupamPKher these are not farmers, these are terrorist...they must be punished. ,,,,,
SurajPa33069130, Wed Jan 27 02:07:47 +0000 2021,80.867555,27.139758, सबसे पहले तो इसको ही अंदर करके इतना बजाओ की दोबारा इसकी आंदोलन करने की हिम्मत ना हो शर्मशार कर दिया इसने देश को ,,,,,,
omkargupta483, Wed Jan 27 02:07:48 +0000 2021,83.359951,26.74441, जय जय श्री राम। ,,,,,,
Ramnara16760062, Wed Jan 27 02:07:50 +0000 2021,85.811298,25.904119, @satyendra945 इसलिए ज्ञानियों को सर्वोत्तम माना गया है           ज्ञानी हो ,,,,,,
AlageshMec14, Wed Jan 27 02:07:51 +0000 2021,78.2373,11.723148, @little_heartsss https://t.co/877fWiLJzT ,,,,,,
Raushan24459047, Wed Jan 27 02:07:52 +0000 2021,85.488347,26.14736, @yogiputinnath Ha sr ,,,,,,
BalverS02556873, Wed Jan 27 02:07:54 +0000 2021,79.146004,18.33389, @Nargis_Ansari74 Good ,,,,,,
Anirudh02907859, Wed Jan 27 02:07:54 +0000 2021,83.395746,21.86799, @RameshK56517257 🙏🙏 प्रणाम 🙏🙏 ,,,,,,
CollectionsEsn, Wed Jan 27 02:07:55 +0000 2021,76.40706,10.7374, Just posted a photo @ Handloom Weavers Kuthampully https://t.co/9yWUgIYXBd ,,,,,,
Dineshk70416047, Wed Jan 27 02:07:56 +0000 2021,77.90994,11.386097, கங்குபாய் காதியவாடி அலீயா பட்https://t.co/JUmlx8oCUw https://t.co/A3pRLVnclU ,,,,,,
sazographics, Wed Jan 27 02:07:57 +0000 2021,75.968184,22.671482, @dynamiclush Me ,,,,,,
mpudasainee, Wed Jan 27 02:07:59 +0000 2021,84.13302,28.39085, @rubendias @ManCity @PhilFoden 💙💙💙 ,,,,,,
sanjaygobind, Wed Jan 27 02:07:59 +0000 2021,72.874244,19.17414, ॐ जय श्रीराम ॐ🙏🏾🚩 ,,,,,,
Anirudh02907859, Wed Jan 27 02:08:01 +0000 2021,83.395746,21.86799, @tejpandey54 🙏🙏 ,,,,,,
SaratheRatnesh, Wed Jan 27 02:08:04 +0000 2021,78.919554,21.980553, @AmanChopra_ Aman ji vikram samvat ki book ka naam bta dijiye @AmanChopra_ ,,,,,,
AbhishekSTV, Wed Jan 27 02:08:05 +0000 2021,80.867555,27.139758," कट्टर हिन्दुओ की संख्या कम नजर आ रही हैकहाँ गए सब दिखाओ अपनी एकता जय श्री राम बोल के"" ...!           🙏 "" जय श्री राम "" 🙏 ",,,,,,
HarshilGandhi, Wed Jan 27 02:08:07 +0000 2021,77.695924,12.797378, @ramande29421592 Most of the land in Canada is agricultural land If @JustinTrudeau is feeling pained about indian… https://t.co/AhKVt0Y9zW ,,,,,,
